day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
ST_2008-11-2_9,12,6.0,SLEEP WELL (CK036),E Saint-Martin,A Schutz,124,1085,13,1:36.31,99.0,12 13 12 12
ST_2008-11-2_9,13,13.0,EYE WITNESS (CG027),H W Lai,A S Cruz,116,1056,1,1:36.56,99.0,9 7 7 13
ST_2008-11-2_9,14,1.0,PLASTIC POLYMER (CH034),K C Leung,D Cruz,123,1079,12,1:39.85,99.0,3 3 9 14
ST_2008-11-30_1,1,10.0,MOON CHASER (CK013),D Whyte,P O'Sullivan,125,1143,2,0:57.56,3.0,1 1 1
ST_2008-11-30_1,2,1.0,DANZULU (CJ069),B Prebble,D J Hall,133,1021,11,0:57.74,3.5,3 2 2
ST_2008-11-30_1,3,14.0,PALAIS D'OR (CH185),D Beadman,J Moore,122,1156,4,0:57.89,10.0,9 4 3
ST_2008-11-30_1,4,4.0,ENGINEERING WONDER (CB300),H W Lai,L Ho,125,1125,6,0:58.05,28.0,11 6 4
ST_2008-11-30_1,5,13.0,MY MELODY (CJ157),M Du Plessis,C S Shum,123,1184,12,0:58.17,29.0,4 3 5
ST_2008-11-30_1,6,6.0,GUAN DAO (CH211),G Mosse,A Lee,126,1169,1,0:58.44,9.4,7 9 6
ST_2008-11-30_1,7,5.0,SEIZE THE DAY (CJ152),P H Lo,Y S Tsui,120,1021,5,0:58.46,28.0,12 11 7
ST_2008-11-30_1,8,2.0,LEAD THE PROSPECTS (CJ195),Y T Cheng,T K Ng,128,1053,10,0:58.55,37.0,2 7 8
ST_2008-11-30_1,9,9.0,HOLD YOUR BOW (CJ223),E Saint-Martin,A Schutz,125,1181,14,0:58.77,22.0,8 8 9
ST_2008-11-30_1,10,11.0,PAR EXCELLENCE (CK020),O Doleuze,D E Ferraris,124,1041,7,0:58.84,8.5,5 5 10
ST_2008-11-30_1,11,12.0,GALLANT WIN (CH028),K L Chui,K L Man,120,1123,13,0:58.93,32.0,10 13 11
ST_2008-11-30_1,12,7.0,EXCELLENT ELITE (CJ316),C K Tong,P F Yiu,120,1036,9,0:58.95,33.0,6 12 12
ST_2008-11-30_1,13,8.0,FORTUNE PUG (CK045),B Doyle,T W Leung,125,1028,3,0:59.14,48.0,14 10 13
ST_2008-11-30_1,14,3.0,SHAXI BABY (CJ122),S K Sit,K W Lui,128,1148,8,0:59.42,45.0,13 14 14
ST_2008-11-30_10,1,13.0,QUICK TOUCH (CJ196),Y T Cheng,C S Shum,116,1092,7,1:35.60,4.6,4 3 3 1
ST_2008-11-30_10,2,8.0,INTERCHINA STAR (CJ226),H W Lai,A Lee,120,1056,6,1:35.61,10.0,2 2 2 2
ST_2008-11-30_10,3,4.0,BEST FRIEND (CH240),B Prebble,D J Hall,126,1106,4,1:35.67,3.3,5 6 5 3
ST_2008-11-30_10,4,6.0,GRAND CRU (CG265),D Beadman,J Moore,123,1137,12,1:35.68,15.0,11 12 12 4
ST_2008-11-30_10,5,2.0,LU YUE (CH278),C W Wong,C H Yip,128,1226,5,1:35.80,94.0,3 4 4 5
ST_2008-11-30_10,6,14.0,AMPLE GAINS (CE021),C K Tong,K L Man,109,1147,2,1:35.87,99.0,9 10 8 6
ST_2008-11-30_10,7,10.0,SPECIAL DAYS (CH236),D Whyte,J Size,121,1170,10,1:35.88,3.6,7 8 7 7
ST_2008-11-30_10,8,3.0,LUCKYME (CH012),K C Leung,P F Yiu,119,1106,13,1:36.04,51.0,1 1 1 8
ST_2008-11-30_10,9,5.0,SLEEP WELL (CK036),E Saint-Martin,A Schutz,125,1090,1,1:36.05,99.0,12 13 13 9
ST_2008-11-30_10,10,1.0,GREAT GUY (CH112),K L Chui,A S Cruz,130,1052,3,1:36.06,38.0,8 7 6 10
ST_2008-11-30_10,11,7.0,VENI VEDI VICI (CJ081),O Doleuze,C Fownes,123,1183,11,1:36.09,9.9,13 11 11 11
ST_2008-11-30_10,12,9.0,BLESSING (CJ337),B Doyle,T W Leung,121,1086,14,1:36.27,99.0,14 14 14 12
ST_2008-11-30_10,13,11.0,JADE DRAGONFLY (CE331),M Du Plessis,P O'Sullivan,120,1178,8,1:36.45,12.0,10 9 10 13
ST_2008-11-30_10,14,12.0,BLEDISLOE (CK073),G Mosse,D E Ferraris,120,1190,9,1:37.40,92.0,6 5 9 14
ST_2008-11-30_2,1,1.0,NAMJONG SKY (CH129),B Prebble,D J Hall,133,1173,4,1:22.97,1.8,10 8 7 1
ST_2008-11-30_2,2,3.0,GRAND GENERAL (CJ113),C W Wong,B K Ng,129,1114,13,1:23.29,14.0,13 13 13 2
ST_2008-11-30_2,3,5.0,TREMENDOUS PLUS (CG275),D Whyte,C W Chang,132,1159,14,1:23.43,14.0,11 11 10 3
ST_2008-11-30_2,4,9.0,SUPER IDEAL (CC223),K T Yeung,A T Millard,123,1131,9,1:23.44,54.0,12 12 14 4
ST_2008-11-30_2,5,11.0,ELEPHANT STAR (CH323),Y T Cheng,T K Ng,118,1088,10,1:23.45,12.0,5 5 4 5
ST_2008-11-30_2,6,8.0,SOUND OF SILENCE (CD136),D Beadman,K L Man,130,1080,5,1:23.63,39.0,8 10 11 6
ST_2008-11-30_2,7,4.0,MASTER MASTER (CH144),O Doleuze,S Woods,132,967,7,1:23.84,64.0,14 14 12 7
ST_2008-11-30_2,8,2.0,SILVER WRAITH (CE178),K C Leung,Y S Tsui,123,985,1,1:23.94,12.0,2 4 6 8
ST_2008-11-30_2,9,12.0,GLOBAL WAY (CG158),H W Lai,L Ho,112,1047,11,1:24.14,40.0,3 1 1 9
ST_2008-11-30_2,10,6.0,REDHILL COMMANDER (CH078),M Du Plessis,P O'Sullivan,131,1254,2,1:24.26,9.1,7 7 9 10
ST_2008-11-30_2,11,13.0,ZERO GRAVITY (CH037),K L Chui,A S Cruz,110,1111,3,1:24.37,12.0,6 6 5 11
ST_2008-11-30_2,12,7.0,COP HILL LAD (CD292),B Doyle,T W Leung,130,1122,12,1:24.39,23.0,9 9 8 12
ST_2008-11-30_2,13,14.0,TIMBER CITY (CC031),M L Yeung,A Schutz,103,1130,8,1:25.29,72.0,1 2 3 13
ST_2008-11-30_2,14,10.0,ABLE STANDARD (CG043),C K Tong,K W Lui,122,1074,6,1:25.38,36.0,4 3 2 14
ST_2008-11-30_3,1,3.0,THE ONLY KID (CH173),B Prebble,K W Lui,130,1105,12,1:23.08,3.5,10 10 8 1
ST_2008-11-30_3,2,8.0,HEIMORI (CJ130),D Whyte,C W Chang,125,1162,11,1:23.22,5.9,7 9 10 2
ST_2008-11-30_3,3,1.0,SEVENS HEAVEN (CE175),K T Yeung,A T Millard,128,1116,9,1:23.38,30.0,4 5 3 3
ST_2008-11-30_3,4,2.0,FIRST BABY (CG170),C W Wong,C Fownes,129,1027,10,1:23.44,8.4,14 14 14 4
ST_2008-11-30_3,5,11.0,OSCAR PRINCE (CJ052),S K Sit,A Schutz,114,1101,4,1:23.46,40.0,11 12 11 5
ST_2008-11-30_3,6,13.0,AURELIAN (CC025),H W Lai,L Ho,112,1137,13,1:23.49,69.0,9 7 6 6
ST_2008-11-30_3,7,5.0,COSMO SUCCESSOR (CH118),K C Leung,Y S Tsui,117,1072,8,1:23.52,17.0,1 2 1 7
ST_2008-11-30_3,8,14.0,MOONGLOW (CG008),K L Chui,K L Man,111,1093,3,1:23.60,15.0,13 13 12 8
ST_2008-11-30_3,9,7.0,DAILY DOUBLE (CK043),B Doyle,T W Leung,125,1090,6,1:23.72,46.0,5 6 7 9
ST_2008-11-30_3,10,10.0,AMAZING JOURNEY (CH281),M Du Plessis,P O'Sullivan,117,1053,2,1:23.82,3.8,8 8 9 10
ST_2008-11-30_3,11,12.0,REAL PLEASURE (CJ021),M L Yeung,A Lee,105,1213,5,1:23.82,47.0,3 3 4 11
ST_2008-11-30_3,12,4.0,MASSIVE STAR (CJ126),Y T Cheng,C H Yip,126,1159,7,1:24.26,8.8,2 1 2 12
ST_2008-11-30_3,13,6.0,ALMIGHTY (CK006),O Doleuze,D Cruz,125,1234,1,1:24.32,55.0,6 4 5 13
ST_2008-11-30_3,14,9.0,METRO RIDER (CJ264),C K Tong,P F Yiu,118,1066,14,1:25.05,99.0,12 11 13 14
ST_2008-11-30_4,1,2.0,GREAT LAND'S STAR (CJ294),G Mosse,C Fownes,133,1232,11,1:48.13,6.3,3 2 2 2 1
ST_2008-11-30_4,2,10.0,SOMETHING SPECIAL (CJ014),K T Yeung,A T Millard,113,1082,12,1:48.39,7.9,14 14 14 13 2
ST_2008-11-30_4,3,3.0,SIR GALAHAD (CG272),K C Leung,P O'Sullivan,122,987,7,1:48.41,8.1,9 10 10 10 3
ST_2008-11-30_4,4,12.0,WINBO (CJ085),P H Lo,Y S Tsui,110,1075,5,1:48.45,23.0,1 1 1 1 4
ST_2008-11-30_4,5,7.0,AMSTERDAM (CE140),Y T Cheng,J Moore,117,1016,2,1:48.48,10.0,4 3 3 4 5
ST_2008-11-30_4,6,4.0,REAL SPECIAL (CH320),D Whyte,J Size,131,1067,10,1:48.48,4.1,8 4 4 3 6
ST_2008-11-30_4,7,13.0,SUPER BABY (CH227),H W Lai,P F Yiu,114,1092,9,1:48.49,16.0,7 8 7 7 7
ST_2008-11-30_4,8,14.0,FOREST FOUNTAIN (CJ047),C W Wong,C H Yip,111,998,6,1:48.64,10.0,5 6 8 8 8
ST_2008-11-30_4,9,5.0,ABLE DRAGON (CJ308),M Du Plessis,A Lee,129,1101,1,1:48.84,51.0,10 11 11 9 9
ST_2008-11-30_4,10,11.0,FASHFIELD (CH307),M W Leung,Y O Wong,114,1208,3,1:49.05,99.0,6 7 6 5 10
ST_2008-11-30_4,11,6.0,BEST POWER (CG006),C K Tong,K L Man,115,1062,8,1:49.37,5.6,11 12 12 11 11
ST_2008-11-30_4,12,8.0,LONDON EXPRESS (CH107),M L Yeung,A Schutz,109,1050,13,1:49.48,34.0,13 13 13 14 12
ST_2008-11-30_4,13,9.0,VISIONARIO (CJ095),B Doyle,S Woods,119,1004,4,1:50.74,79.0,2 5 5 6 13
ST_2008-11-30_4,14,1.0,EYE WITNESS (CG027),K L Chui,A S Cruz,130,1069,14,1:51.01,52.0,12 9 9 12 14
ST_2008-11-30_5,1,7.0,GIVE WELL (CJ109),Y T Cheng,C W Chang,123,1136,11,1:49.07,11.0,9 7 8 6 1
ST_2008-11-30_5,2,2.0,MAJESTIC HEART (CH319),B Prebble,K L Man,132,1041,6,1:49.25,2.8,13 13 13 12 2
ST_2008-11-30_5,3,11.0,SUPREME COMMANDER (CJ112),D Whyte,P O'Sullivan,122,1084,13,1:49.34,6.4,4 10 11 11 3
ST_2008-11-30_5,4,9.0,EVER KING (CE147),D Beadman,J Moore,123,1019,1,1:49.46,10.0,7 5 4 5 4
ST_2008-11-30_5,5,13.0,KING OF SHAVER (CH041),M L Yeung,A Lee,109,1154,9,1:49.57,33.0,1 2 2 1 5
ST_2008-11-30_5,6,1.0,FANTASTIC DANCER (CJ001),B Doyle,S Woods,133,1095,12,1:49.59,39.0,14 14 14 14 6
ST_2008-11-30_5,7,8.0,SUPREME DRAGON (CH161),E Saint-Martin,Y S Tsui,124,1191,14,1:49.71,10.0,12 11 10 10 7
ST_2008-11-30_5,8,5.0,PERFECT MATCH (CJ072),K L Chui,J Size,123,1032,8,1:49.75,18.0,11 8 7 9 8
ST_2008-11-30_5,9,3.0,EXPEDITIOUS (CE136),H W Lai,B K Ng,125,1079,2,1:49.78,15.0,5 4 5 4 9
ST_2008-11-30_5,10,12.0,HOLIGAN (CH003),K T Yeung,A Schutz,115,1220,10,1:49.87,46.0,8 12 12 13 10
ST_2008-11-30_5,11,14.0,LITTLE BIG BOY (CJ012),M Du Plessis,D E Ferraris,114,1090,7,1:50.14,13.0,6 9 9 8 11
ST_2008-11-30_5,12,4.0,LIVERBIRD (CE055),C W Wong,C S Shum,124,1133,4,1:50.15,99.0,10 6 6 7 12
ST_2008-11-30_5,13,6.0,VILLAGE KID (CK018),G Mosse,C H Yip,126,1195,3,1:50.78,7.2,3 3 3 2 13
ST_2008-11-30_5,14,10.0,GENIUS MASTER (CJ117),S K Sit,K W Lui,120,1126,5,1:53.18,99.0,2 1 1 3 14
ST_2008-11-30_6,1,4.0,DYNAMIC BLITZ (CJ339),K C Leung,P F Yiu,117,1138,6,0:57.13,10.0,5 4 1
ST_2008-11-30_6,2,1.0,KILDARE (CJ198),O Doleuze,D Cruz,133,1156,12,0:57.13,1.9,13 7 2
ST_2008-11-30_6,3,10.0,TUSCAN SPIRIT (CK055),D Whyte,J Size,122,1094,7,0:57.16,19.0,1 1 3
ST_2008-11-30_6,4,9.0,EXTRA SPECIAL (CJ213),E Saint-Martin,D E Ferraris,122,1190,4,0:57.29,94.0,12 10 4
ST_2008-11-30_6,5,14.0,TREASURE RAIDERS (CE049),M Du Plessis,P O'Sullivan,118,1169,1,0:57.40,38.0,10 13 5
ST_2008-11-30_6,6,12.0,LUCKY RED (CJ059),Y T Cheng,T K Ng,118,1141,2,0:57.48,31.0,6 5 6
ST_2008-11-30_6,7,13.0,LUCKY FRUIT (CG026),M L Yeung,Y S Tsui,109,1104,8,0:57.54,38.0,2 8 7
ST_2008-11-30_6,8,11.0,HOME TREASURE (CJ208),G Mosse,A Lee,120,1358,11,0:57.67,6.0,11 2 8
ST_2008-11-30_6,9,2.0,KINDACROSS (CG041),K L Chui,A S Cruz,130,1051,13,0:57.82,10.0,8 9 9
ST_2008-11-30_6,10,6.0,WIND KNIGHT (CJ326),K T Yeung,Y O Wong,122,979,14,0:58.09,99.0,14 14 10
ST_2008-11-30_6,11,7.0,SOUTH CHINA ELITE (CH027),B Prebble,D J Hall,126,1061,9,0:58.14,11.0,3 3 11
ST_2008-11-30_6,12,3.0,WINDICATOR RETURNS (CJ191),B Doyle,T W Leung,128,1053,5,0:58.18,29.0,4 6 12
ST_2008-11-30_6,13,8.0,DREAM HORSE (CG029),H W Lai,K W Lui,121,1202,10,0:58.52,20.0,7 12 13
ST_2008-11-30_6,14,5.0,HAPPY WIN (CJ239),C K Tong,K L Man,122,1050,3,0:59.31,99.0,9 11 14
ST_2008-11-30_7,1,6.0,MORE BOUNTIFUL (CJ094),D Whyte,J Size,121,1231,5,1:21.85,2.3,1 6 5 1
ST_2008-11-30_7,2,10.0,LAMBRO (CH083),B Doyle,S Woods,119,1199,6,1:21.89,3.5,7 8 6 2
ST_2008-11-30_7,3,4.0,BERIO (CJ202),B Prebble,D J Hall,121,1174,9,1:22.10,4.3,11 10 9 3
ST_2008-11-30_7,4,5.0,MERIDIAN PRIDE (CH057),G Mosse,A Lee,121,1181,4,1:22.10,20,6 5 4 4
ST_2008-11-30_7,5,9.0,VIKING TOR (CE207),D Beadman,D J Hall,133,1114,12,1:22.35,30,5 1 1 5
ST_2008-11-30_7,6,12.0,SICHUAN HERO (CJ044),K C Leung,P O'Sullivan,107,1092,10,1:22.63,45,13 12 13 6
ST_2008-11-30_7,7,2.0,FANTASTIC CHOICE (CJ216),O Doleuze,C Fownes,130,1167,14,1:22.91,14,14 14 14 7
ST_2008-11-30_7,8,11.0,GOUF (CJ227),C W Wong,C H Yip,114,1063,1,1:22.94,99,2 2 2 8
ST_2008-11-30_7,9,3.0,COUNTRY MAGIC (CH069),E Saint-Martin,A S Cruz,129,1056,11,1:23.04,42,8 7 7 9
ST_2008-11-30_7,10,8.0,CHIRAC (CJ234),Y T Cheng,C W Chang,117,1066,8,1:23.05,73,10 11 11 10
ST_2008-11-30_7,11,13.0,SUPER FIGHTER (CE167),P H Lo,T W Leung,109,1097,2,1:23.13,99,3 3 3 11
ST_2008-11-30_7,12,7.0,FLORAL PICASSO (CJ225),H W Lai,P F Yiu,118,1066,13,1:23.69,55,12 13 12 12
ST_2008-11-30_7,13,14.0,FRIENDSHIP (CE066),S K Sit,C S Shum,112,1012,7,1:23.99,99,4 4 8 13
ST_2008-11-30_7,14,1.0,SHANGDONG GENERAL (CH077),M L Yeung,Y S Tsui,121,1103,3,1:25.47,40,9 9 10 14
ST_2008-11-30_7,WV,,KING POWER (CJ334),C K Tong,K L Man,114,---,---,---,---,---
ST_2008-11-30_8,1,13.0,IMPERIAL APPLAUSE (CG209),K C Leung,P O'Sullivan,108,1020,8,1:22.11,10,12 12 12 1
ST_2008-11-30_8,2,6.0,GALLANT LION (CG243),O Doleuze,C Fownes,124,1115,2,1:22.13,9.5,10 10 8 2
ST_2008-11-30_8,3,2.0,YELLOW DIAMOND (CD246),C K Tong,Y O Wong,125,1152,10,1:22.20,59,3 5 5 3
ST_2008-11-30_8,4,1.0,POCKET MONEY (CE253),M Du Plessis,J Size,133,1064,1,1:22.36,17,11 11 11 4
ST_2008-11-30_8,5,9.0,KING ENCOSTA (CG247),B Doyle,A S Cruz,122,1222,13,1:22.37,91,5 6 4 5
ST_2008-11-30_8,6,8.0,TIBER (CD155),E Saint-Martin,J Moore,123,1086,6,1:22.42,20,4 4 6 6
ST_2008-11-30_8,7,14.0,FLEET COMMAND (CK077),D Whyte,D E Ferraris,117,1112,11,1:22.50,3.4,6 3 3 7
ST_2008-11-30_8,8,5.0,MASTER POWER (CG318),D Beadman,J Moore,125,1065,7,1:22.66,2.2,7 7 7 8
ST_2008-11-30_8,9,10.0,MY CHOICE (CC283),Y T Cheng,D J Hall,119,1115,12,1:22.66,19,1 2 1 9
ST_2008-11-30_8,10,12.0,SURVEY SURVEY (CH070),H W Lai,K L Man,117,1042,5,1:22.70,65,9 8 9 10
ST_2008-11-30_8,11,4.0,FULL OF JOY (CG293),G Mosse,A Lee,126,1092,3,1:22.93,21,8 9 10 11
ST_2008-11-30_8,12,11.0,SILVER SUN (CE126),M L Yeung,Y S Tsui,109,1143,14,1:23.39,99,2 1 2 12
ST_2008-11-30_8,13,7.0,SIR ERNESTO (CG051),B Prebble,C Fownes,121,1160,4,1:23.56,50,13 13 13 13
ST_2008-11-30_8,WX-A,3.0,ROYAL PRINCE (CH072),K L Chui,A S Cruz,124,---,---,---,---,---
ST_2008-11-30_8,WV,,GOLD STRIKER (CD365),B Prebble,J Size,123,---,---,---,---,---
ST_2008-11-30_8,WV,,TCHAIKOVSKY (CE030),---,D J Hall,121,---,---,---,---,---
ST_2008-11-30_9,1,4.0,PRESTO (CJ048),D Whyte,J Size,129,1175,7,1:23.17,2.0,12 14 12 1
ST_2008-11-30_9,2,14.0,ISTIDE (CJ089),M L Yeung,A Schutz,107,948,10,1:23.25,11.0,4 5 5 2
ST_2008-11-30_9,3,13.0,STORMIN JOBURG (CJ121),O Doleuze,D E Ferraris,119,1093,3,1:23.37,7.1,3 4 3 3
ST_2008-11-30_9,4,2.0,WHIPLASH (CG072),C K Tong,C Fownes,128,1172,2,1:23.40,70.0,9 7 6 4
ST_2008-11-30_9,5,5.0,THUNDER DANCING (CG250),K C Leung,Y S Tsui,119,1105,1,1:23.47,10.0,1 1 1 5
ST_2008-11-30_9,6,6.0,CLEMENT ELITE (CH004),D Beadman,A Lee,125,1108,13,1:23.53,8.1,13 10 10 6
ST_2008-11-30_9,7,10.0,MINGS' HERO (CJ011),B Prebble,C H Yip,119,1098,6,1:23.70,10.0,5 9 11 7
ST_2008-11-30_9,8,12.0,KINGIFLY (CG020),K L Chui,P F Yiu,115,1130,4,1:23.74,34.0,6 6 7 8
ST_2008-11-30_9,9,7.0,ENCORE WIN (CH251),G Mosse,D Cruz,124,1119,5,1:23.84,60.0,2 3 4 9
ST_2008-11-30_9,10,3.0,CAGA BOY (CG060),H W Lai,K W Lui,130,1165,12,1:23.93,33.0,8 13 14 10
ST_2008-11-30_9,11,9.0,GOAL KEEPER (CH277),M Du Plessis,P O'Sullivan,119,1184,9,1:24.07,32.0,7 8 8 11
ST_2008-11-30_9,12,8.0,DON FELIPE (CD273),M W Leung,L Ho,118,1096,14,1:24.27,99.0,14 11 9 12
ST_2008-11-30_9,13,1.0,KING ACRYLIC (CG295),C W Wong,P F Yiu,130,1068,11,1:24.69,54.0,11 2 2 13
ST_2008-11-30_9,14,11.0,CHEEKY LAD (CG198),Y T Cheng,D J Hall,116,1136,8,1:24.77,27.0,10 12 13 14
ST_2008-11-8_1,1,7.0,FIRST KNIGHT (CB357),B Prebble,S Woods,128,1197,14,1:23.88,13.0,13 13 11 1
ST_2008-11-8_1,2,4.0,GRAND GENERAL (CJ113),C W Wong,B K Ng,126,1117,6,1:24.06,9.5,9 8 6 2
ST_2008-11-8_1,3,14.0,ELEPHANT STAR (CH323),W M Lai,T K Ng,116,1072,7,1:24.18,7.6,3 4 4 3
ST_2008-11-8_1,4,9.0,DASHING FLAIR (CE330),H W Lai,B K Ng,125,1094,2,1:24.27,86.0,4 3 3 4
ST_2008-11-8_1,5,13.0,SO NICE (CG110),P H Lo,T W Leung,118,1096,13,1:24.36,68.0,14 14 14 5
ST_2008-11-8_1,6,3.0,ALIVE AND KICKING (CJ071),D Beadman,J Moore,130,1021,4,1:24.40,15.0,6 5 5 6
ST_2008-11-8_1,7,12.0,CLASSIC HORSE (CD378),B Doyle,T W Leung,125,1082,1,1:24.46,6.6,8 6 8 7
ST_2008-11-8_1,8,10.0,ACTUARIAL TALENT (CJ028),M Du Plessis,C S Shum,126,1007,8,1:24.57,90.0,12 11 10 8
ST_2008-11-8_1,9,6.0,REDHILL COMMANDER (CH078),Z Purton,P O'Sullivan,129,1257,9,1:24.60,2.5,7 9 9 9
ST_2008-11-8_1,10,11.0,AIPODER IMAGE (CJ031),M W Leung,L Ho,122,965,3,1:24.66,52.0,11 10 12 10
ST_2008-11-8_1,11,1.0,DRAGON BOY (CJ204),W C Marwing,D E Ferraris,132,1012,5,1:24.77,15.0,5 7 7 11
ST_2008-11-8_1,12,8.0,MASTER OF SHAVERS (CJ026),G Mosse,A Lee,128,1029,12,1:24.87,43.0,10 12 13 12
ST_2008-11-8_1,13,5.0,NEW ASIA FORWARD (CH309),F Coetzee,K W Lui,129,1155,10,1:24.88,24.0,1 1 1 13
ST_2008-11-8_1,14,2.0,SHINING DRAGON (CC181),D Whyte,Y S Tsui,131,1026,11,1:24.92,9.9,2 2 2 14
ST_2008-11-8_10,1,9.0,SKYVIEW BAR (CG024),H W Lai,A Lee,124,1189,3,1:22.18,51.0,2 4 4 1
ST_2008-11-8_10,2,1.0,SUNNY KING (CH105),Z Purton,J Moore,133,1188,11,1:22.20,13.0,10 10 10 2
ST_2008-11-8_10,3,8.0,MASTER POWER (CG318),D Beadman,J Moore,126,1052,4,1:22.21,3.3,7 8 9 3
ST_2008-11-8_10,4,13.0,IMPERIAL APPLAUSE (CG209),M Du Plessis,P O'Sullivan,121,1026,14,1:22.31,12.0,14 13 11 4
ST_2008-11-8_10,5,10.0,MY CHOICE (CC283),Y T Cheng,D J Hall,123,1129,5,1:22.31,10.0,8 5 5 5
ST_2008-11-8_10,6,4.0,GALLANT LION (CG243),G Mosse,C Fownes,128,1091,13,1:22.44,7.5,12 11 12 6
ST_2008-11-8_10,7,5.0,KING ENCOSTA (CG247),E Saint-Martin,A S Cruz,127,1216,1,1:22.50,15.0,5 7 6 7
ST_2008-11-8_10,8,2.0,GOLD STRIKER (CD365),K L Chui,J Size,128,1279,2,1:22.68,31.0,1 3 1 8
ST_2008-11-8_10,9,3.0,REGENCY DRAGON (CH001),F Coetzee,D E Ferraris,129,1191,7,1:22.69,19.0,3 1 2 9
ST_2008-11-8_10,10,7.0,AGILITY (CC361),B Doyle,S Woods,126,1075,8,1:22.94,78.0,11 12 13 10
ST_2008-11-8_10,11,14.0,HOLI RAVIOLI (CG201),D Whyte,J Size,117,1120,6,1:22.96,6.2,4 2 3 11
ST_2008-11-8_10,12,12.0,SILVER SUN (CE126),K C Leung,Y S Tsui,115,1142,10,1:23.32,99.0,9 6 7 12
ST_2008-11-8_10,13,6.0,ROYAL PRIDE (CJ119),C K Tong,C Fownes,122,1076,9,1:23.57,43.0,13 14 14 13
ST_2008-11-8_10,14,11.0,PRIME SCORE (CG280),B Prebble,D J Hall,125,1191,12,1:24.09,6.3,6 9 8 14
ST_2008-11-8_2,1,5.0,BOLD DECISION (CK047),D Whyte,S Woods,120,1129,6,0:58.37,6.1,10 4 1
ST_2008-11-8_2,2,3.0,SHY BALDY (CH168),H W Lai,K W Lui,121,1194,12,0:58.46,9.4,2 1 2
ST_2008-11-8_2,3,8.0,DOUBLE DRAGON (CK019),C W Wong,C H Yip,117,1035,9,0:58.55,50,3 3 3
ST_2008-11-8_2,4,11.0,GRAND DRAGON (CK064),G Mosse,C Fownes,120,1149,1,0:58.63,17,13 5 4
ST_2008-11-8_2,5,13.0,REGENCY KINGDOM (CK031),D Beadman,A S Cruz,120,1086,7,0:58.72,45,4 8 5
ST_2008-11-8_2,6,2.0,WASABISABI (CJ221),B Prebble,D J Hall,124,1037,4,0:58.87,4.5,8 6 6
ST_2008-11-8_2,7,4.0,PAR EXCELLENCE (CK020),E Saint-Martin,D E Ferraris,120,1043,10,0:58.88,18,6 7 7
ST_2008-11-8_2,8,12.0,NATURAL FLAME (CK016),K L Chui,K L Man,117,1033,13,0:59.04,33,5 10 8
ST_2008-11-8_2,9,7.0,DAILY DOUBLE (CK043),B Doyle,T W Leung,120,1106,8,0:59.27,63,11 9 9
ST_2008-11-8_2,10,6.0,CHAIN WIN (CJ315),W C Marwing,P F Yiu,120,1094,11,0:59.39,16,1 2 10
ST_2008-11-8_2,11,1.0,RAIN CHECK (CH254),F Coetzee,J Size,128,1157,2,0:59.47,14,9 11 11
ST_2008-11-8_2,12,10.0,GIVE WELL (CJ109),Y T Cheng,C W Chang,118,1150,3,0:59.54,10,14 12 12
ST_2008-11-8_2,13,14.0,WERREADY (CK022),M Du Plessis,C S Shum,120,1052,14,0:59.95,3.5,7 14 13
ST_2008-11-8_2,14,9.0,EXTRACTIVE (CJ247),Z Purton,B K Ng,120,1118,5,1:01.57,48,12 13 14
ST_2008-11-8_2,WV,,NOBLE DE LAGO (CJ150),C K Tong,A T Millard,116,---,---,---,---,---
ST_2008-11-8_3,1,2.0,MORE BOUNTIFUL (CJ094),D Whyte,J Size,133,1216,2,1:22.91,1.7,5 5 5 1
ST_2008-11-8_3,2,5.0,BEAUTIFUL CHOICE (CH130),K C Leung,Y S Tsui,120,1123,8,1:23.04,12.0,2 1 1 2
ST_2008-11-8_3,3,1.0,ISTIDE (CJ089),Y T Cheng,A Schutz,131,956,1,1:23.05,9.9,1 3 3 3
ST_2008-11-8_3,4,11.0,MYTHIC STEED (CD208),M L Yeung,C W Chang,108,1013,14,1:23.47,68.0,7 2 2 4
ST_2008-11-8_3,5,14.0,LITTLE BIG BOY (CJ012),M Du Plessis,D E Ferraris,114,1072,9,1:23.47,11.0,10 9 11 5
ST_2008-11-8_3,6,6.0,GUAN DAO (CH211),G Mosse,A Lee,129,1148,4,1:23.66,18.0,3 4 4 6
ST_2008-11-8_3,7,9.0,HAPPEE GIFT (CH313),Z Purton,P O'Sullivan,119,1102,10,1:23.69,19.0,13 11 7 7
ST_2008-11-8_3,8,8.0,GREEN GLORY (CJ177),W C Marwing,P F Yiu,123,1087,6,1:23.83,52.0,8 8 8 8
ST_2008-11-8_3,9,10.0,NATURAL FATCHOY (CG282),P H Lo,K W Lui,112,1095,3,1:23.95,28.0,9 7 9 9
ST_2008-11-8_3,10,3.0,SPICY FRUITY (CJ220),C K Tong,C H Yip,128,1084,7,1:24.00,14.0,6 10 10 10
ST_2008-11-8_3,11,7.0,GENERAL POWER (CJ256),K L Chui,A S Cruz,120,1059,11,1:24.03,99.0,11 13 13 11
ST_2008-11-8_3,12,4.0,FLYING SPRINTER (CD021),B Doyle,T W Leung,131,1215,5,1:24.03,80.0,4 6 6 12
