day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
ST_2008-2-17_8,5,6.0,CIRCUIT HERO (CG304),O Doleuze,A Lee,122,1077,3,1:35.90,9.1,
ST_2008-2-17_8,6,5.0,MAINLAND SHUTTLE (CG315),G Mosse,A Lee,123,1102,4,1:35.90,6.7,
ST_2008-2-17_8,7,8.0,LIVERBIRD (CE055),G Boss,C S Shum,119,1147,5,1:35.90,16.0,
ST_2008-2-17_8,8,9.0,SILVER MARK (CE226),S K Sit,D J Hall,116,1162,9,1:36.10,14.0,
ST_2008-2-17_8,9,10.0,RIGHT FRAAR (CE024),M Nunes,J Size,117,1103,8,1:36.10,64.0,
ST_2008-2-17_8,10,12.0,WAIT FOR ME (CE332),C W Wong,C H Yip,110,1104,2,1:36.30,27.0,
ST_2008-2-17_8,11,3.0,HERE WE GO (CH247),B Prebble,A S Cruz,126,1191,7,1:36.30,27.0,
ST_2008-2-17_8,12,11.0,EQUATOR KID (CC134),M W Leung,Y S Tsui,111,1152,6,1:37.10,73.0,
ST_2008-2-17_9,1,1.0,GREEN BIRDIE (CH245),O Doleuze,C Fownes,126,1080,4,1:48.60,6.1,
ST_2008-2-17_9,2,3.0,HELENE MASCOT (CJ164),F Coetzee,A S Cruz,126,1204,2,1:48.70,3.9,
ST_2008-2-17_9,3,5.0,GREAT GUY (CH112),S K Sit,A S Cruz,126,1050,5,1:48.90,73.0,
ST_2008-2-17_9,4,12.0,WIN PRACTITIONER (CG180),C Soumillon,C Fownes,126,1092,12,1:48.90,6.7,
ST_2008-2-17_9,5,8.0,LUCKYME (CH012),Y T Cheng,A S Cruz,126,1113,13,1:49.00,16.0,
ST_2008-2-17_9,6,13.0,DANESIS (CH194),W M Lai,A S Cruz,126,1292,3,1:49.00,26.0,
ST_2008-2-17_9,7,2.0,NEVER LOOK BACK (CJ043),G Mosse,P O'Sullivan,126,1122,10,1:49.20,8.0,
ST_2008-2-17_9,8,9.0,LU YUE (CH278),B Prebble,C H Yip,126,1192,8,1:49.60,5.6,
ST_2008-2-17_9,9,4.0,AMBITIOUS GENERAL (CJ066),Z Purton,D J Hall,126,1122,7,1:49.90,47.0,
ST_2008-2-17_9,10,6.0,FEARLESS (CH301),D Whyte,D E Ferraris,126,1125,11,1:49.90,12.0,
ST_2008-2-17_9,11,7.0,HORACE'S CHOICE (CH169),G Boss,C Fownes,126,1139,6,1:50.30,10.0,
ST_2008-2-17_9,12,11.0,EYSHAL (CJ099),D Beadman,J Moore,126,1176,1,1:50.60,36.0,
ST_2008-2-17_9,13,10.0,VISIONARIO (CJ095),E Wilson,S Woods,126,1058,9,1:50.90,99.0,
ST_2008-2-24_1,1,3.0,WELL NOTED (CG313),M Nunes,S Woods,129,1198,3,1:10.30,6.6,
ST_2008-2-24_1,2,2.0,KEEN TAKER (CH022),K T Yeung,A T Millard,122,1205,11,1:10.50,15,
ST_2008-2-24_1,3,11.0,CALIFORNIA HEART (CE078),K L Chui,A S Cruz,112,1126,1,1:10.50,8.7,
ST_2008-2-24_1,4,8.0,MAGI JOY (CH056),O Doleuze,Y S Tsui,121,1104,4,1:11.00,25,
ST_2008-2-24_1,5,10.0,MOSHI MOSHI (CG255),C K Tong,J Moore,115,1075,5,1:11.10,14,
ST_2008-2-24_1,6,5.0,TATTENHALL DELIGHT (CG068),E Wilson,T W Leung,120,1105,12,1:11.20,14,
ST_2008-2-24_1,7,6.0,GOLDEN OPPORTUNITY (CJ015),G Mosse,K L Man,121,1082,2,1:11.20,54,
ST_2008-2-24_1,8,1.0,DEMINER (CG184),D Whyte,J Size,131,1152,6,1:11.20,2,
ST_2008-2-24_1,9,9.0,NEW ASIA FORWARD (CH309),C W Wong,K W Lui,116,1130,8,1:11.30,32,
ST_2008-2-24_1,10,7.0,JADE DANCER (CE170),B Prebble,D J Hall,121,1160,9,1:11.60,10,
ST_2008-2-24_1,11,12.0,MAGIC KING (CH182),W M Lai,A Schutz,111,1041,10,1:11.70,43,
ST_2008-2-24_1,12,4.0,SAVUTE (CE326),Y T Cheng,L Ho,125,1113,7,1:12.10,18,
ST_2008-2-24_1,WV,,GAUCHO (CE033),C Soumillon,D E Ferraris,126,---,---,---,---,
ST_2008-2-24_10,1,1.0,FELLOWSHIP (CG292),D Whyte,P O'Sullivan,129,1163,4,1:50.10,2.9,
ST_2008-2-24_10,2,4.0,JACKPOT DELIGHT (CJ101),C Soumillon,C Fownes,125,1186,10,1:50.20,6.8,
ST_2008-2-24_10,3,3.0,ALBERTINELLI (CH111),M Nunes,K W Lui,125,1207,11,1:50.30,18.0,
ST_2008-2-24_10,4,9.0,LOTZATOW (CD397),G Boss,P F Yiu,120,1076,12,1:50.50,9.3,
ST_2008-2-24_10,5,12.0,BEING FAMOUS (CD018),K T Yeung,A Lee,112,1170,13,1:50.60,46.0,
ST_2008-2-24_10,6,2.0,VIVA HONG KONG (CJ097),D Beadman,J Moore,126,1139,7,1:50.60,11.0,
ST_2008-2-24_10,7,5.0,DORDENMA (CE333),Y T Cheng,C H Yip,121,1238,8,1:50.70,17.0,
ST_2008-2-24_10,8,10.0,SIR GALAHAD (CG272),B Prebble,P O'Sullivan,120,1010,2,1:50.70,9.4,
ST_2008-2-24_10,9,14.0,DASH AHEAD (CD199),M W Leung,L Ho,111,1076,6,1:50.80,21.0,
ST_2008-2-24_10,10,13.0,MELLIFLUOUS (CH212),O Doleuze,K L Man,119,1086,5,1:50.80,7.1,
ST_2008-2-24_10,11,6.0,FLYING TAMARI (CG151),W M Lai,A Lee,121,1119,14,1:50.80,43.0,
ST_2008-2-24_10,12,8.0,INFINITE DELIGHT (CG314),E Wilson,D E Ferraris,121,1070,1,1:50.80,31.0,
ST_2008-2-24_10,13,11.0,MAN IN THE MIRROR (CH058),F Coetzee,J Size,118,1153,3,1:50.90,28.0,
ST_2008-2-24_10,14,7.0,VISIONARIO (CJ095),G Mosse,S Woods,123,1048,9,1:51.50,62.0,
ST_2008-2-24_2,1,3.0,BOUNCER (CJ074),C Soumillon,C Fownes,125,1154,2,1:22.80,2.0,
ST_2008-2-24_2,2,1.0,HAPPY AMBASSADOR (CH286),B Prebble,K W Lui,130,1027,4,1:23.10,6.4,
ST_2008-2-24_2,3,7.0,MOONGLOW (CG008),D Beadman,K L Man,120,1092,8,1:23.20,10.0,
ST_2008-2-24_2,4,2.0,ANIMATION (CJ035),E Saint-Martin,C S Shum,126,1056,9,1:23.30,14.0,
ST_2008-2-24_2,5,8.0,SUPER CEE JAY (CG289),P H Lo,Y S Tsui,113,1143,3,1:23.50,44.0,
ST_2008-2-24_2,6,10.0,PEARL HALO (CJ023),G Boss,P O'Sullivan,119,1034,14,1:23.60,38.0,
ST_2008-2-24_2,7,5.0,ZEPHYRUS (CH285),D Whyte,A T Millard,122,1071,12,1:23.60,16.0,
ST_2008-2-24_2,8,14.0,ACTIVE VALOUR (CG045),F Coetzee,B K Ng,117,1050,6,1:23.70,27.0,
ST_2008-2-24_2,9,4.0,SEAKING TREASURE (CH237),Y T Cheng,L Ho,121,1204,10,1:23.80,22.0,
ST_2008-2-24_2,10,13.0,JUGGERNAUT (CJ019),M Nunes,S Woods,118,1189,5,1:23.90,8.5,
ST_2008-2-24_2,11,6.0,NOBLE TWINS (CH257),W M Lai,T K Ng,119,1002,7,1:24.20,99.0,
ST_2008-2-24_2,12,9.0,MIRACULOUS (CE115),C K Tong,D Cruz,114,1224,11,1:24.80,99.0,
ST_2008-2-24_2,13,12.0,TREMENDOUS PLUS (CG275),S K Sit,C W Chang,117,1136,13,1:24.90,99.0,
ST_2008-2-24_2,14,11.0,REAL PLEASURE (CJ021),O Doleuze,A Lee,120,1197,1,1:26.50,18.0,
ST_2008-2-24_3,1,6.0,DAO DAO (CH308),D Whyte,J Size,123,1265,7,1:35.20,1.5,
ST_2008-2-24_3,2,8.0,GO JOHNNY GO (CG290),G Boss,P F Yiu,116,1053,1,1:35.20,8.2,
ST_2008-2-24_3,3,4.0,HAIL THE STORM (CE125),O Doleuze,C Fownes,127,1131,9,1:35.40,14.0,
ST_2008-2-24_3,4,9.0,RICE FIELD (CE134),Y T Cheng,J Moore,114,1089,5,1:35.50,23.0,
ST_2008-2-24_3,5,1.0,SUNNY KING (CH105),D Beadman,J Moore,132,1193,8,1:35.60,6.5,
ST_2008-2-24_3,6,2.0,NOBLE CONQUEROR (CG169),B Prebble,C Fownes,131,1155,4,1:35.70,13.0,
ST_2008-2-24_3,7,5.0,TOP HONOR (CE183),G Mosse,A Lee,124,1026,3,1:35.80,53.0,
ST_2008-2-24_3,8,7.0,WHATABOB (CD213),Z Purton,J Moore,123,1180,10,1:35.80,51.0,
ST_2008-2-24_3,9,3.0,SILVER SUN (CE126),C W Wong,C H Yip,123,1152,2,1:36.60,22.0,
ST_2008-2-24_3,10,10.0,GLOBAL WIN (CG109),E Wilson,D E Ferraris,113,1161,6,1:37.40,99.0,
ST_2008-2-24_4,1,9.0,BAUHINIA (CD118),M W Leung,S Woods,115,1079,1,1:41.90,22.0,
ST_2008-2-24_4,2,11.0,STARFINDER (CH074),M Nunes,K W Lui,119,1042,9,1:42.10,54.0,
ST_2008-2-24_4,3,10.0,LIGHTNING MOUNT (CH082),K L Chui,A S Cruz,115,1105,14,1:42.20,21.0,
ST_2008-2-24_4,4,6.0,GOLD DIGGER (CD101),K T Yeung,B K Ng,121,1085,2,1:42.50,31.0,
ST_2008-2-24_4,5,1.0,COULDN'T CARE LESS (CD009),D Whyte,A Schutz,132,1112,7,1:42.50,4.9,
ST_2008-2-24_4,6,5.0,TALE OF FRIENDSHIP (CH184),O Doleuze,Y S Tsui,129,1078,4,1:42.50,3.5,
ST_2008-2-24_4,7,4.0,LUCKY WORLD (CJ053),C W Wong,C H Yip,125,1147,3,1:42.60,17.0,
ST_2008-2-24_4,8,7.0,NATURAL ECHO (CB326),B Prebble,K L Man,127,1162,6,1:43.00,38.0,
ST_2008-2-24_4,9,3.0,CALL ME CULLEN (CH113),Y T Cheng,Y O Wong,128,1036,8,1:43.00,6.6,
ST_2008-2-24_4,10,8.0,SILVERBIRD (CB335),W M Lai,T W Leung,121,1086,12,1:43.00,53.0,
ST_2008-2-24_4,11,12.0,MASTER YING (CB249),E Wilson,T K Ng,118,1180,13,1:43.20,31.0,
ST_2008-2-24_4,12,14.0,DANZIGMOUNTAIN (CG139),C K Tong,C S Shum,108,1019,10,1:43.70,28.0,
ST_2008-2-24_4,13,13.0,HAPPY ASH (CG106),G Boss,P F Yiu,116,1030,11,1:44.20,8.6,
ST_2008-2-24_4,14,2.0,CHINSOLA (CD328),G Mosse,L Ho,131,988,5,1:45.10,6.7,
ST_2008-2-24_5,1,3.0,FOREST FOUNTAIN (CJ047),B Prebble,C H Yip,127,987,1,1:37.00,6.7,
ST_2008-2-24_5,2,1.0,SPECIAL DRAGON (CH325),K L Chui,A S Cruz,126,1098,11,1:37.10,2.1,
ST_2008-2-24_5,3,7.0,SPIRIT OF LO PAN (CH140),C Soumillon,Y S Tsui,124,1136,10,1:37.30,9.7,
ST_2008-2-24_5,4,11.0,AMAZING VENTURE (CJ039),D Beadman,D E Ferraris,119,1023,2,1:37.50,15.0,
ST_2008-2-24_5,5,5.0,KEEN SPIRIT (CJ022),K T Yeung,A T Millard,117,1142,7,1:37.60,59.0,
ST_2008-2-24_5,6,2.0,JOLLY WONGCHOY (CH076),G Mosse,Y O Wong,128,1135,4,1:37.70,13.0,
ST_2008-2-24_5,7,12.0,EXPEDITIOUS (CE136),F Coetzee,B K Ng,118,1107,6,1:37.80,12.0,
ST_2008-2-24_5,8,9.0,JOYFUL WORLD (CC200),Y T Cheng,A Lee,121,1102,12,1:37.80,50.0,
ST_2008-2-24_5,9,8.0,AMAZING FORTUNE (CH235),M Nunes,K W Lui,123,1081,14,1:37.90,29.0,
ST_2008-2-24_5,10,6.0,KING'S COURT (CH310),E Saint-Martin,A Schutz,124,1163,3,1:37.90,28.0,
ST_2008-2-24_5,11,4.0,BELIEVE ME (CJ004),O Doleuze,D Cruz,124,1068,13,1:37.90,60.0,
ST_2008-2-24_5,12,10.0,TRIUMPHANT ECHO (CJ006),D Whyte,P O'Sullivan,122,1147,9,1:38.10,15.0,
ST_2008-2-24_5,13,14.0,KA KA SMART (CG042),C K Tong,C W Chang,108,1116,8,1:38.40,20.0,
ST_2008-2-24_5,14,13.0,COME HO CHOI (CE082),E Wilson,T W Leung,113,1095,5,1:38.60,28.0,
ST_2008-2-24_6,1,3.0,FAT CHOY FOREVER (CD111),C W Wong,C H Yip,120,1228,6,1:40.30,4.8,
ST_2008-2-24_6,2,1.0,SUMMERVILLE POWER (CD398),K T Yeung,K W Lui,125,1202,1,1:40.50,11.0,
ST_2008-2-24_6,3,4.0,WADADELIGHT (CC340),O Doleuze,T K Ng,125,1032,11,1:40.70,13.0,
ST_2008-2-24_6,4,12.0,THREE CLUBS (CG149),D Beadman,J Moore,119,1106,3,1:41.30,3.3,
ST_2008-2-24_6,5,9.0,MAGIC TEMPLE (CC368),D Whyte,S Woods,119,1165,12,1:41.30,9.3,
ST_2008-2-24_6,6,11.0,KING HESPERUS (CE151),M Nunes,D E Ferraris,117,1152,7,1:41.60,14.0,
ST_2008-2-24_6,7,2.0,LIAOBUQI (CE018),C K Tong,C Fownes,121,1104,8,1:41.70,46.0,
ST_2008-2-24_6,8,10.0,MAGIC TOUCH (CB394),M W Leung,L Ho,114,1141,5,1:41.90,24.0,
ST_2008-2-24_6,9,5.0,SOLAR POWER (CE047),Z Purton,P F Yiu,123,1021,9,1:42.10,33.0,
ST_2008-2-24_6,10,6.0,COURAGEOUSHEART (CD202),E Saint-Martin,J Moore,122,1142,14,1:42.10,35.0,
ST_2008-2-24_6,11,7.0,TREASURABLE (CH017),K L Chui,P O'Sullivan,117,1015,4,1:42.20,10.0,
ST_2008-2-24_6,12,14.0,GOLDEN BALL (CH128),F Coetzee,C W Chang,116,1122,2,1:42.50,10.0,
ST_2008-2-24_6,13,13.0,UNIQUE SPEED (CG134),B Prebble,K L Man,117,1069,13,1:44.40,42.0,
ST_2008-2-24_6,14,8.0,DR WELL (CD165),P H Lo,C W Chang,114,1097,10,1:44.40,37.0,
ST_2008-2-24_7,1,1.0,VIVA PATACA (CG096),D Beadman,J Moore,126,1110,2,2:03.90,1.5,
ST_2008-2-24_7,2,3.0,FLORAL PEGASUS (CG011),G Mosse,A S Cruz,126,1240,3,2:04.40,8.1,
ST_2008-2-24_7,3,2.0,BULLISH LUCK (CC155),C Soumillon,A S Cruz,126,1258,7,2:04.40,5.7,
ST_2008-2-24_7,4,7.0,PACKING WINNER (CE334),D Whyte,L Ho,126,1093,6,2:04.40,17.0,
ST_2008-2-24_7,5,4.0,HELLO PRETTY (CE210),B Prebble,A S Cruz,126,1172,5,2:04.50,16.0,
ST_2008-2-24_7,6,8.0,BULLISH CASH (CH049),F Coetzee,A S Cruz,126,1054,4,2:04.80,32.0,
ST_2008-2-24_7,7,5.0,VITAL KING (CG222),E Saint-Martin,P O'Sullivan,126,1129,1,2:04.90,12.0,
ST_2008-2-24_7,8,6.0,SIR ERNESTO (CG051),O Doleuze,D Cruz,126,1172,8,2:05.30,99.0,
ST_2008-2-24_8,1,1.0,ALWAYS GIGGLE (CG086),B Prebble,A Lee,132,1111,12,1:10.00,31,
ST_2008-2-24_8,2,2.0,MY HOME TOWN (CH331),D Whyte,J Size,132,1087,3,1:10.00,2.2,
ST_2008-2-24_8,3,10.0,THUNDER DANCING (CG250),P H Lo,Y S Tsui,113,1093,1,1:10.20,7.2,
ST_2008-2-24_8,4,5.0,EIGHT PLUS NINE (CH259),K T Yeung,A Lee,120,1131,2,1:10.30,16,
ST_2008-2-24_8,5,12.0,DREAM HORSE (CG029),F Coetzee,C W Chang,119,1218,10,1:10.40,25,
ST_2008-2-24_8,6,3.0,FEVER PITCH (CH326),C Soumillon,C Fownes,131,1060,7,1:10.50,3.8,
ST_2008-2-24_8,7,11.0,TRULLI (CH327),Z Purton,K W Lui,120,1044,9,1:10.70,14,
ST_2008-2-24_8,8,13.0,STAREILLY (CJ083),K L Chui,A S Cruz,114,1189,4,1:11.10,17,
ST_2008-2-24_8,9,14.0,LE ROSSIGNOL (CG196),E Wilson,C Fownes,116,1212,5,1:11.10,60,
ST_2008-2-24_8,10,4.0,VIKING TOR (CE207),C W Wong,D J Hall,123,1171,13,1:11.20,36,
ST_2008-2-24_8,11,9.0,WHIPLASH (CG072),C K Tong,C Fownes,124,1161,8,1:11.50,99,
ST_2008-2-24_8,12,8.0,MAGIC TURBO (CJ098),O Doleuze,T W Leung,124,1040,14,1:11.60,34,
ST_2008-2-24_8,13,6.0,FLYING SPRINTER (CD021),G Mosse,T W Leung,126,1190,11,1:11.70,99,
ST_2008-2-24_8,14,7.0,CLASSA FOR EVER (CD085),M W Leung,L Ho,119,1098,6,0:00.00,99,
ST_2008-2-24_8,WV,,LIFELINE PEGASUS (CH067),E Wilson,A T Millard,113,---,---,---,---,
ST_2008-2-24_8,WV,,MASSIVE STAR (CJ126),Y T Cheng,C H Yip,121,---,---,---,---,
ST_2008-2-24_9,1,11.0,FAMAGUSTA (CJ054),B Prebble,C Fownes,117,1113,8,1:23.30,4.3,
ST_2008-2-24_9,2,8.0,SOLAR ENERGY (CJ105),S K Sit,C W Chang,121,1070,1,1:23.40,7.3,
ST_2008-2-24_9,3,14.0,CENTURY SUPER STAR (CE070),W M Lai,A Schutz,113,1093,3,1:23.60,26.0,
ST_2008-2-24_9,4,13.0,SUPER GENKI (CH195),K L Chui,A S Cruz,111,1145,12,1:23.70,9.6,
ST_2008-2-24_9,5,7.0,HORSE WIN WIN (CJ078),D Whyte,Y S Tsui,125,1124,14,1:23.70,5.8,
ST_2008-2-24_9,6,2.0,MARIBEAU (CH213),F Coetzee,J Size,131,1131,7,1:23.80,10.0,
ST_2008-2-24_9,7,1.0,MERIDIAN PRIDE (CH057),K T Yeung,A Lee,126,1163,13,1:23.80,26.0,
ST_2008-2-24_9,8,12.0,LIFELINE RAPIDE (CD204),Z Purton,A T Millard,118,1162,9,1:24.00,32.0,
ST_2008-2-24_9,9,10.0,ENGINEERING WONDER (CB300),M W Leung,L Ho,114,1136,11,1:24.20,99.0,
ST_2008-2-24_9,10,4.0,NAMJONG FIGHTERS (CG308),E Saint-Martin,D J Hall,127,1120,10,1:24.20,5.0,
ST_2008-2-24_9,11,3.0,BOOMING CITY (CE325),E Wilson,A Lee,127,1179,2,1:24.30,17.0,
ST_2008-2-24_9,12,9.0,SUPER SNIPPETS (CG217),O Doleuze,P O'Sullivan,123,1131,5,1:24.30,14.0,
ST_2008-2-24_9,13,6.0,NICE KING (CG147),G Mosse,A Lee,126,1065,4,1:24.90,29.0,
ST_2008-2-24_9,14,5.0,GENIUS MASTER (CJ117),C K Tong,K W Lui,121,1171,6,1:25.30,99.0,
ST_2008-2-2_1,1,1.0,FLORAL JOY II (CJ030),K L Chui,A S Cruz,128,1216,13,0:58.90,1.7,
ST_2008-2-2_1,2,4.0,CHEEKY LAD (CG198),O Doleuze,D J Hall,126,1122,11,0:59.10,17.0,
ST_2008-2-2_1,3,9.0,LUCKY RED (CJ059),F Coetzee,T K Ng,125,1109,6,0:59.10,18.0,
ST_2008-2-2_1,4,6.0,GLENEALY ELITE (CJ034),G Boss,C H Yip,125,1040,12,0:59.30,26.0,
ST_2008-2-2_1,5,3.0,OWNERS LAD (CG273),C Soumillon,C S Shum,129,1216,8,0:59.30,18.0,
ST_2008-2-2_1,6,8.0,HAPPEE GIFT (CH313),B Prebble,P O'Sullivan,125,1100,14,0:59.50,8.6,
ST_2008-2-2_1,7,12.0,CLASSIC HORSE (CD378),H W Lai,T W Leung,113,1096,4,0:59.90,19.0,
ST_2008-2-2_1,8,11.0,NEWSWIRE TOO (CJ040),G Mosse,A Lee,125,1059,10,1:00.30,80.0,
ST_2008-2-2_1,9,10.0,MR WUNDERBAR (CJ068),Z Purton,K W Lui,125,1095,5,1:00.90,99.0,
ST_2008-2-2_1,10,14.0,GENERAL KINGY (CB039),S K Sit,Y S Tsui,113,1222,3,1:01.00,54.0,
ST_2008-2-2_1,11,13.0,MAGIC KING (CH182),C W Wong,A Schutz,111,1030,1,1:01.10,19.0,
ST_2008-2-2_1,12,5.0,ALIVE AND KICKING (CJ071),D Beadman,J Moore,125,1033,7,1:01.70,50.0,
ST_2008-2-2_1,13,2.0,BLUE SAINT (CJ080),P H Lo,L Ho,123,1053,2,1:01.80,95.0,
ST_2008-2-2_1,14,7.0,GLORIOUS FEELING (CJ129),E Saint-Martin,D E Ferraris,125,1182,9,1:02.90,6.6,
ST_2008-2-2_10,1,8.0,HORSE WIN WIN (CJ078),A Delpech,Y S Tsui,119,1121,3,1:24.00,5,
ST_2008-2-2_10,2,12.0,BODACIOUS (CD170),M W Leung,D J Hall,111,1063,4,1:24.00,15,
ST_2008-2-2_10,3,13.0,GOOD PARTNER (CE221),H W Lai,K L Man,113,1135,10,1:24.90,10,
ST_2008-2-2_10,4,1.0,MARIBEAU (CH213),F Coetzee,J Size,133,1132,1,1:25.00,8.6,
ST_2008-2-2_10,5,7.0,GOAL KEEPER (CH277),B Prebble,P O'Sullivan,121,1194,6,1:25.00,12,
ST_2008-2-2_10,6,3.0,FAT CHOY FOREVER (CD111),C W Wong,C H Yip,123,1234,8,1:25.10,53,
ST_2008-2-2_10,7,4.0,HERE WE GO (CH247),K L Chui,A S Cruz,123,1186,11,1:25.10,41,
ST_2008-2-2_10,8,6.0,CIRCUIT HERO (CG304),G Mosse,A Lee,123,1077,2,1:25.20,4,
ST_2008-2-2_10,9,9.0,LIFELINE RAPIDE (CD204),O Doleuze,A T Millard,120,1147,13,1:25.20,7.6,
ST_2008-2-2_10,10,2.0,FORTUNE WARRIOR (CD096),D Beadman,T W Leung,131,1081,5,1:25.30,47,
ST_2008-2-2_10,11,11.0,BE MY SONG (CH272),S K Sit,P F Yiu,116,1190,12,1:25.60,7.7,
ST_2008-2-2_10,12,14.0,GO BRITANNIA (CJ084),E Wilson,J Moore,115,1044,14,1:25.60,38,
ST_2008-2-2_10,13,5.0,HAPPY GO LUCKY (CH127),C Soumillon,C Fownes,124,1139,9,1:25.70,19,
ST_2008-2-2_10,WV-A,10.0,SUPER BABY (CH227),E Saint-Martin,D Cruz,119,---,---,---,---,
ST_2008-2-2_2,1,10.0,FISHKING EXCELLENT (CG232),G Boss,P F Yiu,123,1061,7,1:51.90,10.0,
ST_2008-2-2_2,2,2.0,LAZY BUDDIES (CC208),B Prebble,A Lee,133,1163,8,1:51.90,8.1,
ST_2008-2-2_2,3,9.0,CAPTAIN BUNNY (CD367),C Soumillon,Y O Wong,124,1022,11,1:52.10,5.8,
ST_2008-2-2_2,4,3.0,PACIFIC ALLIANCE (CC230),S K Sit,S Woods,129,1136,13,1:52.20,23.0,
ST_2008-2-2_2,5,4.0,TALE OF FRIENDSHIP (CH184),G Mosse,Y S Tsui,131,1086,14,1:52.50,15.0,
ST_2008-2-2_2,6,6.0,AS YOU WISH (CE290),A Delpech,B K Ng,128,1069,12,1:52.70,11.0,
ST_2008-2-2_2,7,8.0,RED FORTUNE (CE192),K L Chui,A Schutz,120,1013,5,1:52.70,7.7,
ST_2008-2-2_2,8,1.0,KEEP SMILING (CH200),D Beadman,J Moore,133,1176,4,1:53.00,35.0,
ST_2008-2-2_2,9,12.0,SINOSPIEL (CG003),O Doleuze,D E Ferraris,121,1014,6,1:53.40,11.0,
ST_2008-2-2_2,10,11.0,VITALITY CHAMP (CD301),Z Purton,T K Ng,122,1161,3,1:53.50,13.0,
ST_2008-2-2_2,11,14.0,DANZIGMOUNTAIN (CG139),Y T Cheng,C S Shum,115,1023,2,1:53.60,31.0,
ST_2008-2-2_2,12,13.0,FLYING PROFILE (CD168),E Saint-Martin,D Cruz,120,1086,9,1:53.60,7.8,
ST_2008-2-2_2,13,7.0,SUPER POWER (CH117),F Coetzee,C W Chang,127,1098,1,1:53.60,7.2,
ST_2008-2-2_2,14,5.0,SUN AWESOME (CG082),K T Yeung,T W Leung,122,1064,10,0:00.00,99.0,
ST_2008-2-2_3,1,11.0,MAGIC TOUCH (CB394),H W Lai,L Ho,112,1138,3,1:52.00,17.0,
ST_2008-2-2_3,2,6.0,PRIME TARGET (CH242),G Boss,C Fownes,119,1029,8,1:52.00,7.0,
ST_2008-2-2_3,3,1.0,BOLD WIN (CE282),B Prebble,D J Hall,133,1091,4,1:52.10,9.6,
ST_2008-2-2_3,4,8.0,KING HESPERUS (CE151),Z Purton,D E Ferraris,118,1142,2,1:52.20,10.0,
ST_2008-2-2_3,5,9.0,SEA TREASURE (CD335),D Beadman,J Moore,118,1132,6,1:52.50,2.9,
ST_2008-2-2_3,6,3.0,WADADELIGHT (CC340),O Doleuze,T K Ng,127,1053,9,1:52.80,9.4,
ST_2008-2-2_3,7,5.0,LONDON EXPRESS (CH107),K L Chui,A Schutz,119,1107,10,1:53.10,98.0,
ST_2008-2-2_3,8,4.0,INDUSTRIAL EXPRESS (CH103),F Coetzee,J Size,124,1113,11,1:53.10,8.0,
ST_2008-2-2_3,9,7.0,EVERGREEN (CE106),Y T Cheng,C H Yip,116,1202,1,1:53.10,61.0,
ST_2008-2-2_3,10,10.0,LIGHTNING SPEED (CG263),A Delpech,P O'Sullivan,115,1047,7,1:53.10,7.1,
ST_2008-2-2_3,11,2.0,INDUSTRIAL MARVEL (CG188),C W Wong,C H Yip,128,1058,5,1:53.60,12.0,
ST_2008-2-2_4,1,9.0,GREAT HERO (CH016),B Prebble,K L Man,121,1120,4,1:40.70,3.6,
ST_2008-2-2_4,2,8.0,CHATER DE LAGO (CG246),Z Purton,D E Ferraris,121,1195,6,1:41.50,42.0,
ST_2008-2-2_4,3,13.0,NIGHT HUNTER III (CH102),H W Lai,T W Leung,112,1196,11,1:41.70,31.0,
ST_2008-2-2_4,4,11.0,MEGA BULLET (CH192),G Boss,C Fownes,118,1075,12,1:41.90,15.0,
ST_2008-2-2_4,5,1.0,SOUNDS FANTASTIC (CH146),Y T Cheng,A T Millard,130,1052,14,1:42.10,12.0,
ST_2008-2-2_4,6,12.0,GOLD GEM (CG197),E Wilson,J Moore,115,1044,3,1:42.10,7.2,
ST_2008-2-2_4,7,3.0,JOY TRUMPS (CD242),C Soumillon,Y O Wong,129,1101,8,1:42.10,10.0,
ST_2008-2-2_4,8,14.0,LUCKY WORLD (CJ053),C W Wong,C H Yip,109,1152,5,1:42.60,57.0,
ST_2008-2-2_4,9,7.0,ACTIVE VALOUR (CG045),M W Leung,B K Ng,116,1055,2,1:42.60,12.0,
ST_2008-2-2_4,10,6.0,EASY GAME (CC346),A Delpech,P O'Sullivan,125,1102,1,1:42.70,40.0,
ST_2008-2-2_4,11,2.0,JOYFUL YEARS (CG143),G Mosse,L Ho,131,1166,9,1:43.30,4.5,
ST_2008-2-2_4,12,4.0,CLASSIC KING (CD256),O Doleuze,T K Ng,128,1134,10,1:43.40,19.0,
ST_2008-2-2_4,13,10.0,FREEBIRD (CC319),E Saint-Martin,D Cruz,120,1101,7,1:45.50,20.0,
ST_2008-2-2_4,14,5.0,BLISS STAR (CE311),K L Chui,D J Hall,122,1233,13,0:00.00,17.0,
ST_2008-2-2_5,1,1.0,SILVER WRAITH (CE178),H W Lai,Y S Tsui,127,1013,14,1:25.10,16.0,
ST_2008-2-2_5,2,12.0,SIMPLY THE BEST (CE014),P H Lo,D Cruz,111,1125,1,1:25.30,43.0,
ST_2008-2-2_5,3,6.0,RAMPANT LION (CH068),D Beadman,C Fownes,124,1016,5,1:25.40,5.7,
ST_2008-2-2_5,4,7.0,SUPER (CD036),A Delpech,C W Chang,123,1118,7,1:25.40,6.8,
