day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
HV_2008-3-5_3,5,9.0,CLASSA SUPREME (CG261),Y T Cheng,L Ho,117,1070,9,1:11.80,15.0,
HV_2008-3-5_3,6,11.0,LE ROSSIGNOL (CG196),C K Tong,C Fownes,109,1212,2,1:11.80,12.0,
HV_2008-3-5_3,7,6.0,AMO (CB125),G Mosse,Y S Tsui,121,1183,5,1:11.90,16.0,
HV_2008-3-5_3,8,2.0,GOLDEN CARE (CD188),K T Yeung,A T Millard,121,1108,11,1:11.90,99.0,
HV_2008-3-5_3,9,3.0,ENCHANTED (CE065),F Coetzee,C W Chang,127,1117,6,1:12.00,12.0,
HV_2008-3-5_3,10,4.0,SIAMERIC TE SPECSO (CE171),B Prebble,D J Hall,123,1148,3,1:12.00,4.2,
HV_2008-3-5_3,11,10.0,GOAL KEEPER (CH277),M Nunes,P O'Sullivan,115,1174,7,1:12.20,32.0,
HV_2008-3-5_3,12,12.0,SPEED FIGHTER (CD355),H W Lai,P F Yiu,110,1120,4,1:12.20,13.0,
HV_2008-3-5_4,1,5.0,GALLANT FALCON (CD194),D Whyte,A T Millard,123,1187,1,1:42.10,5.5,
HV_2008-3-5_4,2,7.0,SOHNA (CG183),B Prebble,S Woods,121,1092,3,1:42.30,2.9,
HV_2008-3-5_4,3,2.0,FRIENDSHIP (CE066),C W Wong,C S Shum,126,1052,7,1:42.30,7.6,
HV_2008-3-5_4,4,8.0,PRIMIATA (CG226),Y T Cheng,K L Man,117,1051,6,1:42.50,27,
HV_2008-3-5_4,5,9.0,KEY WINNER (CG157),Z Purton,A Schutz,118,1057,5,1:42.60,7.3,
HV_2008-3-5_4,6,3.0,MASTER DREAMER (CE293),E Wilson,T K Ng,131,1056,9,1:42.70,14,
HV_2008-3-5_4,7,4.0,G-ONE LEADING (CE306),M Nunes,J Size,124,1169,10,1:42.80,41,
HV_2008-3-5_4,8,10.0,TOUCH DOWN (CB013),O Doleuze,C W Chang,118,1213,11,1:43.30,23,
HV_2008-3-5_4,9,1.0,AMAZING ME (CH080),K L Chui,A S Cruz,127,1026,2,1:43.80,10,
HV_2008-3-5_4,10,12.0,GALAXY DANCER (CH179),H W Lai,K W Lui,110,1178,8,1:44.60,25,
HV_2008-3-5_4,11,11.0,FREEBIRD (CC319),G Boss,D Cruz,117,1090,4,1:46.40,8.5,
HV_2008-3-5_4,WV,6.0,CLOVIS (CH044),G Mosse,Y O Wong,122,---,---,---,---,
HV_2008-3-5_5,1,3.0,RICH DRAGON (CG079),C K Tong,C Fownes,123,1124,2,1:11.30,9.3,
HV_2008-3-5_5,2,2.0,RED RULER (CH198),B Prebble,D J Hall,128,1068,4,1:11.30,3.4,
HV_2008-3-5_5,3,9.0,TOWKAY FLYER (CJ036),G Mosse,A Lee,125,1074,5,1:11.40,7,
HV_2008-3-5_5,4,7.0,BUCCANEER (CH214),Z Purton,A Schutz,125,1058,10,1:11.50,17,
HV_2008-3-5_5,5,11.0,BATURO (CH029),E Wilson,Y S Tsui,114,973,3,1:11.70,18,
HV_2008-3-5_5,6,12.0,CLASSIC HORSE (CD378),H W Lai,T W Leung,111,1066,1,1:11.70,9.6,
HV_2008-3-5_5,7,6.0,MARVELLOUS (CH026),F Coetzee,B K Ng,126,1062,6,1:11.80,14,
HV_2008-3-5_5,8,8.0,TAKE IT EASY (CJ029),C W Wong,C H Yip,120,1014,11,1:12.00,11,
HV_2008-3-5_5,9,1.0,ASIAN CITRUS (CH246),O Doleuze,D E Ferraris,130,1083,8,1:12.20,12,
HV_2008-3-5_5,10,4.0,BIG KAHUNA (CG177),G Boss,P O'Sullivan,127,1065,7,1:13.80,5.2,
HV_2008-3-5_5,WV,5.0,REAL SURPRISE (CE301),D Whyte,Y O Wong,127,---,---,---,---,
HV_2008-3-5_5,PU,10.0,FORTUNE WHEEL (CH018),Y T Cheng,K W Lui,121,1139,9,---,41,
HV_2008-3-5_6,1,9.0,ADD THE FUN (CD308),H W Lai,K W Lui,114,1136,11,1:43.00,14.0,
HV_2008-3-5_6,2,7.0,BOBO WIN (CC238),M W Leung,D Cruz,115,1147,10,1:43.10,42.0,
HV_2008-3-5_6,3,11.0,MASTER GUNNER (CJ142),D Whyte,J Moore,116,1043,3,1:43.10,2.2,
HV_2008-3-5_6,4,8.0,SOUNDS FANTASTIC (CH146),Y T Cheng,A T Millard,116,1046,9,1:43.30,6.2,
HV_2008-3-5_6,5,12.0,FLY ME TO THE MOON (CG104),M Nunes,J Size,114,1103,12,1:43.30,88.0,
HV_2008-3-5_6,6,6.0,ALL OUR WAY (CE217),Z Purton,A Schutz,118,1097,1,1:43.40,8.1,
HV_2008-3-5_6,7,10.0,BRILLIANT FLASH (CE042),O Doleuze,C Fownes,118,1145,5,1:43.50,12.0,
HV_2008-3-5_6,8,5.0,POS TRUMPS (CH295),G Mosse,P O'Sullivan,120,1106,8,1:43.70,41.0,
HV_2008-3-5_6,9,1.0,CALIFORNIA BISHOP (CD351),K L Chui,A S Cruz,126,1142,6,1:44.10,14.0,
HV_2008-3-5_6,10,2.0,FORTUNE WARRIOR (CD096),E Wilson,T W Leung,127,1081,7,1:44.20,26.0,
HV_2008-3-5_6,11,4.0,TRAVEL CONSULTANT (CG266),C W Wong,C H Yip,115,1072,2,1:44.30,18.0,
HV_2008-3-5_6,12,3.0,MULTI MILLIONS (CD207),B Prebble,K L Man,120,1133,4,1:44.40,8.8,
HV_2008-3-5_7,1,2.0,TEAM WORK (CH276),O Doleuze,Y S Tsui,129,1066,9,1:10.30,4.4,
HV_2008-3-5_7,2,10.0,LOLLIPOP (CH006),Z Purton,C Fownes,117,1142,12,1:10.30,5.6,
HV_2008-3-5_7,3,4.0,THE WORLD OF LOVE (CC066),B Prebble,S Woods,124,1048,8,1:10.70,7.7,
HV_2008-3-5_7,4,12.0,KINGSTON MARBLE (CE244),W M Lai,T K Ng,111,1105,2,1:10.70,9.8,
HV_2008-3-5_7,5,3.0,JOLLY GOOD FORTUNE (CD274),M Nunes,K W Lui,125,1207,4,1:10.80,18.0,
HV_2008-3-5_7,6,9.0,DARE TO WIN (CG099),C W Wong,C H Yip,112,1119,1,1:11.00,20.0,
HV_2008-3-5_7,7,8.0,BRILLIANT ONE (CG212),F Coetzee,J Size,118,1057,3,1:11.00,5.2,
HV_2008-3-5_7,8,1.0,WHATAFANTASY (CH267),D Whyte,D E Ferraris,132,1246,6,1:11.00,10.0,
HV_2008-3-5_7,9,7.0,ENCOSTA DON (CH305),Y T Cheng,D J Hall,117,1121,10,1:11.10,95.0,
HV_2008-3-5_7,10,6.0,MASTER GREEN (CJ104),H W Lai,B K Ng,117,1036,5,1:11.10,13.0,
HV_2008-3-5_7,11,5.0,BELONG TO CASA (CJ064),K L Chui,A S Cruz,118,1189,11,1:11.30,15.0,
HV_2008-3-5_7,12,11.0,KIMBERLEY MINES (CA367),M W Leung,T W Leung,113,1067,7,1:11.40,28.0,
HV_2008-3-5_8,1,8.0,TOM'S SIX (CG264),G Boss,C Fownes,118,1079,5,1:51.70,8.6,
HV_2008-3-5_8,2,4.0,NILOMETER (CD052),Y T Cheng,C S Shum,124,1077,7,1:51.80,22,
HV_2008-3-5_8,3,1.0,FAMOUS DANCER (CD353),E Saint-Martin,J Moore,132,1078,6,1:51.90,8.6,
HV_2008-3-5_8,4,9.0,ROCKET WIN (CE249),H W Lai,P F Yiu,114,1054,2,1:52.00,5.5,
HV_2008-3-5_8,5,5.0,GALEN WIN (CJ065),K L Chui,D J Hall,115,1086,1,1:52.00,2.8,
HV_2008-3-5_8,6,10.0,INFINITE DELIGHT (CG314),F Coetzee,D E Ferraris,117,1056,3,1:52.10,29,
HV_2008-3-5_8,7,3.0,SOUNDS BEST (CE255),M Nunes,J Moore,130,1021,9,1:52.20,40,
HV_2008-3-5_8,8,12.0,LHOJONG (CG281),D Whyte,C H Yip,116,1097,11,1:52.20,11,
HV_2008-3-5_8,9,2.0,YOUNG HERO (CH071),O Doleuze,A Lee,131,1021,4,1:52.40,11,
HV_2008-3-5_8,10,7.0,NORTHERNER (CD293),G Mosse,S Woods,120,1000,8,1:52.80,11,
HV_2008-3-5_8,11,6.0,ELFHELM (CC342),Z Purton,P F Yiu,119,1129,10,1:53.30,12,
HV_2008-3-5_8,WV,11.0,PRIME DELIGHT (CE193),B Prebble,C Fownes,115,---,---,---,---,
HV_2008-4-20_1,,1.0,GOAL KEEPER (CH277),D Beadman,P O'Sullivan,---,---,2,---,,
HV_2008-4-20_1,,2.0,FUN (CH282),K T Yeung,L Ho,---,---,1,---,,
HV_2008-4-20_1,,3.0,REAL SURPRISE (CE301),O Doleuze,Y O Wong,---,---,5,---,,
HV_2008-4-20_1,,4.0,SUPER CEE JAY (CG289),P H Lo,Y S Tsui,---,---,7,---,,
HV_2008-4-20_1,,5.0,TIME TO WIN (CJ115),Y T Cheng,K L Man,---,---,11,---,,
HV_2008-4-20_1,,6.0,WHAT A THRILL (CJ086),G Boss,A Lee,---,---,8,---,,
HV_2008-4-20_1,,7.0,HOT SUN (CJ005),B Prebble,C H Yip,---,---,3,---,,
HV_2008-4-20_1,,8.0,NAMJONG GOODLUCK (CE267),M Nunes,D J Hall,---,---,10,---,,
HV_2008-4-20_1,,9.0,TOUT VA BIEN (CJ020),G Mosse,C Fownes,---,---,12,---,,
HV_2008-4-20_1,,10.0,MIRACULOUS (CE115),M W Leung,D Cruz,---,---,6,---,,
HV_2008-4-20_1,,11.0,FASTER FASTER (CG010),M Du Plessis,D E Ferraris,---,---,4,---,,
HV_2008-4-20_1,,12.0,CLASSIC HORSE (CD378),H W Lai,T W Leung,---,---,9,---,,
HV_2008-4-20_10,,1.0,CALIFORNIAMOUNTAIN (CG310),K L Chui,A S Cruz,---,---,2,---,,
HV_2008-4-20_10,,2.0,FLAMING LAMBORGINI (CE146),K T Yeung,C S Shum,---,---,10,---,,
HV_2008-4-20_10,,3.0,SLOW WALTZ (CH329),F Coetzee,J Size,---,---,11,---,,
HV_2008-4-20_10,,4.0,TIBER (CD155),Y T Cheng,J Moore,---,---,5,---,,
HV_2008-4-20_10,,5.0,FELLOWSHIP (CG292),O Doleuze,P O'Sullivan,---,---,1,---,,
HV_2008-4-20_10,,6.0,GALLANT LION (CG243),G Mosse,C Fownes,---,---,12,---,,
HV_2008-4-20_10,,7.0,SILVER SUN (CE126),B Prebble,C H Yip,---,---,3,---,,
HV_2008-4-20_10,,8.0,SOUNDS BEST (CE255),D Beadman,J Moore,---,---,7,---,,
HV_2008-4-20_10,,9.0,FIRM OFFER (CE008),E Saint-Martin,D E Ferraris,---,---,8,---,,
HV_2008-4-20_10,,10.0,WINNING REWARD (CE254),H W Lai,K W Lui,---,---,9,---,,
HV_2008-4-20_10,,11.0,YOUNG HERO (CH071),G Boss,A Lee,---,---,4,---,,
HV_2008-4-20_10,,12.0,TOM'S SIX (CG264),C K Tong,C Fownes,---,---,6,---,,
HV_2008-4-20_2,,1.0,REUNION (CE258),B Prebble,D J Hall,---,---,2,---,,
HV_2008-4-20_2,,2.0,VIENTO (CH181),W M Lai,T K Ng,---,---,11,---,,
HV_2008-4-20_2,,3.0,CLEAR WIN (CH255),O Doleuze,S Woods,---,---,10,---,,
HV_2008-4-20_2,,4.0,AMAZING ME (CH080),M Nunes,K W Lui,---,---,12,---,,
HV_2008-4-20_2,,5.0,KEEN SOUL (CH092),Y T Cheng,Y S Tsui,---,---,3,---,,
HV_2008-4-20_2,,6.0,LIONS' FORTUNE (CJ114),G Boss,P F Yiu,---,---,5,---,,
HV_2008-4-20_2,,7.0,RARE TREASURE (CH150),F Coetzee,J Size,---,---,6,---,,
HV_2008-4-20_2,,8.0,SUPERNOVA (CJ032),Z Purton,D E Ferraris,---,---,8,---,,
HV_2008-4-20_2,,9.0,CHOICE AND CHANCE (CA381),H W Lai,T W Leung,---,---,9,---,,
HV_2008-4-20_2,,10.0,OPTIC KING (CE139),M Du Plessis,B K Ng,---,---,1,---,,
HV_2008-4-20_2,,11.0,KEEN FLYER (CB330),K T Yeung,A T Millard,---,---,7,---,,
HV_2008-4-20_2,,12.0,INSIDER (CG112),C K Tong,C S Shum,---,---,4,---,,
HV_2008-4-20_3,,1.0,KING OF SHAVER (CH041),B Prebble,A Lee,---,---,3,---,,
HV_2008-4-20_3,,2.0,TOUCH DOWN (CB013),P H Lo,C W Chang,---,---,8,---,,
HV_2008-4-20_3,,3.0,CHINESE BOY BOY (CH157),Y T Cheng,P O'Sullivan,---,---,11,---,,
HV_2008-4-20_3,,4.0,KAISER'S CHOIX (CE305),G Mosse,C Fownes,---,---,1,---,,
HV_2008-4-20_3,,5.0,CHINSOLA (CD328),S K Sit,L Ho,---,---,6,---,,
HV_2008-4-20_3,,6.0,LIGHTNING MOUNT (CH082),K L Chui,A S Cruz,---,---,9,---,,
HV_2008-4-20_3,,7.0,DENDRANTHEMA LOVE (CD073),H W Lai,T W Leung,---,---,10,---,,
HV_2008-4-20_3,,8.0,HURRICANE WAY (CH039),F Coetzee,D E Ferraris,---,---,2,---,,
HV_2008-4-20_3,,9.0,TELECOM TYCOON (CC039),M Du Plessis,D Cruz,---,---,12,---,,
HV_2008-4-20_3,,10.0,SPEED OF LIGHT (CC333),K T Yeung,B K Ng,---,---,4,---,,
HV_2008-4-20_3,,11.0,STEP FORWARD (CB166),G Boss,A Schutz,---,---,5,---,,
HV_2008-4-20_3,,12.0,WINNING CHAMP (CE233),W M Lai,C H Yip,---,---,7,---,,
HV_2008-4-20_4,,1.0,DOUBLE PLEASURE (CD069),O Doleuze,D E Ferraris,---,---,4,---,,
HV_2008-4-20_4,,2.0,REAL REJOICING (CH202),M Du Plessis,A Lee,---,---,1,---,,
HV_2008-4-20_4,,3.0,SWEET BABY (CG294),C K Tong,P F Yiu,---,---,12,---,,
HV_2008-4-20_4,,4.0,SUNNY RIVIERA (CC240),K T Yeung,A T Millard,---,---,7,---,,
HV_2008-4-20_4,,5.0,ELEPHANT DANCE (CA391),W M Lai,T K Ng,---,---,9,---,,
HV_2008-4-20_4,,6.0,ROCKET AND GOLD (CH015),B Prebble,C H Yip,---,---,3,---,,
HV_2008-4-20_4,,7.0,HAPPY HEROES (CD261),M W Leung,C W Chang,---,---,6,---,,
HV_2008-4-20_4,,8.0,ON SHAN BRAVE (CH230),E Saint-Martin,Y S Tsui,---,---,11,---,,
HV_2008-4-20_4,,9.0,VINTAGE GOLD (CG094),M Nunes,S Woods,---,---,10,---,,
HV_2008-4-20_4,,10.0,SPRING SMILES (CG269),Y T Cheng,P O'Sullivan,---,---,5,---,,
HV_2008-4-20_4,,11.0,SPARKLE (CB406),S K Sit,L Ho,---,---,8,---,,
HV_2008-4-20_4,,12.0,NIGHT HUNTER III (CH102),H W Lai,T W Leung,---,---,2,---,,
HV_2008-4-20_5,,1.0,ENCORE WIN (CH251),G Boss,D Cruz,---,---,6,---,,
HV_2008-4-20_5,,2.0,EVER BEAUTY (CJ161),D Beadman,J Moore,---,---,2,---,,
HV_2008-4-20_5,,3.0,THE WORLD OF LOVE (CC066),B Prebble,S Woods,---,---,8,---,,
HV_2008-4-20_5,,4.0,COUNTRY MAGIC (CH069),K L Chui,A S Cruz,---,---,1,---,,
HV_2008-4-20_5,,5.0,SOLAR MIGHTY (CH124),K T Yeung,A Lee,---,---,11,---,,
HV_2008-4-20_5,,6.0,TOP TOP LIGHT (CG182),O Doleuze,C Fownes,---,---,3,---,,
HV_2008-4-20_5,,7.0,MACHO EXPRESSO (CH261),F Coetzee,J Size,---,---,7,---,,
HV_2008-4-20_5,,8.0,HONEST TREASURE (CE200),W M Lai,T K Ng,---,---,5,---,,
HV_2008-4-20_5,,9.0,BEAUTY PLUS (CC213),H W Lai,K W Lui,---,---,4,---,,
HV_2008-4-20_5,,10.0,MASSIVE STAR (CJ126),Y T Cheng,C H Yip,---,---,10,---,,
HV_2008-4-20_5,,11.0,FAIR WIN (CE027),M Du Plessis,D J Hall,---,---,12,---,,
HV_2008-4-20_5,,12.0,BUCCANEER (CH214),Z Purton,A Schutz,---,---,9,---,,
HV_2008-4-20_6,,1.0,BOBO WIN (CC238),M W Leung,D Cruz,---,---,3,---,,
HV_2008-4-20_6,,2.0,FRIENDSHIP (CE066),S K Sit,C S Shum,---,---,5,---,,
HV_2008-4-20_6,,3.0,ALL OUR WAY (CE217),Z Purton,A Schutz,---,---,2,---,,
HV_2008-4-20_6,,4.0,BRILLIANT FLASH (CE042),C K Tong,C Fownes,---,---,8,---,,
HV_2008-4-20_6,,5.0,NOBLE SILENCE (CD238),E Saint-Martin,D E Ferraris,---,---,6,---,,
HV_2008-4-20_6,,6.0,WONDERFUL BLESSING (CE198),B Prebble,D J Hall,---,---,1,---,,
HV_2008-4-20_6,,7.0,BILLION (CH316),Y T Cheng,K W Lui,---,---,10,---,,
HV_2008-4-20_6,,8.0,MEATH (CE143),H W Lai,Y S Tsui,---,---,4,---,,
HV_2008-4-20_6,,9.0,STAY YOUNG (CD109),O Doleuze,T W Leung,---,---,11,---,,
HV_2008-4-20_6,,10.0,NATURAL FATCHOY (CG282),K L Chui,A S Cruz,---,---,7,---,,
HV_2008-4-20_6,,11.0,CLASSA WIN (CA115),M Du Plessis,L Ho,---,---,12,---,,
HV_2008-4-20_6,,12.0,SHATIN WIN WIN (CE284),G Boss,P F Yiu,---,---,9,---,,
HV_2008-4-20_6,WV,,MULTO EXPRESSO (CG098),D Beadman,J Moore,125,---,---,---,,
HV_2008-4-20_7,,1.0,FAMOUS DANCER (CD353),D Beadman,J Moore,---,---,3,---,,
HV_2008-4-20_7,,2.0,HAIL THE STORM (CE125),G Mosse,C Fownes,---,---,1,---,,
HV_2008-4-20_7,,3.0,NILOMETER (CD052),K T Yeung,C S Shum,---,---,4,---,,
HV_2008-4-20_7,,4.0,GROWL (CH224),E Saint-Martin,A Lee,---,---,7,---,,
HV_2008-4-20_7,,5.0,NORTHERNER (CD293),M W Leung,S Woods,---,---,10,---,,
HV_2008-4-20_7,,6.0,ROCKET WIN (CE249),H W Lai,P F Yiu,---,---,9,---,,
HV_2008-4-20_7,,7.0,EYE WITNESS (CG027),B Prebble,A S Cruz,---,---,8,---,,
HV_2008-4-20_7,,8.0,INDUSTRIAL EXPRESS (CH103),W M Lai,J Size,---,---,6,---,,
HV_2008-4-20_7,,9.0,LHOJONG (CG281),Y T Cheng,C H Yip,---,---,2,---,,
HV_2008-4-20_7,,10.0,MAN IN THE MIRROR (CH058),M Du Plessis,J Size,---,---,5,---,,
HV_2008-4-20_8,,1.0,YANKEE (CH271),C K Tong,C Fownes,---,---,9,---,,
HV_2008-4-20_8,,2.0,MEDICO (CH075),D Beadman,J Moore,---,---,6,---,,
HV_2008-4-20_8,,3.0,OPERATION SECRET (CH081),O Doleuze,D Cruz,---,---,7,---,,
HV_2008-4-20_8,,4.0,SING FAY FAY (CE074),K T Yeung,A T Millard,---,---,4,---,,
HV_2008-4-20_8,,5.0,FINGERS CROSSED (CG037),M Du Plessis,P O'Sullivan,---,---,10,---,,
HV_2008-4-20_8,,6.0,ADD THE FUN (CD308),M Nunes,K W Lui,---,---,3,---,,
HV_2008-4-20_8,,7.0,DIAMOND ERA (CE040),G Boss,P F Yiu,---,---,8,---,,
HV_2008-4-20_8,,8.0,LUMINOUS (CE300),F Coetzee,J Size,---,---,11,---,,
HV_2008-4-20_8,,9.0,CLASSA SUPREME (CG261),H W Lai,L Ho,---,---,1,---,,
HV_2008-4-20_8,,10.0,DR WELL (CD165),M W Leung,C W Chang,---,---,2,---,,
HV_2008-4-20_8,,11.0,GALACTIC TACTIC (CH095),Y T Cheng,C H Yip,---,---,5,---,,
HV_2008-4-20_8,,12.0,COSMO SUCCESSOR (CH118),K L Chui,A S Cruz,---,---,12,---,,
HV_2008-4-20_9,,1.0,DIM SUM (CH226),D Beadman,J Moore,---,---,3,---,,
HV_2008-4-20_9,,2.0,ISLAND SPEED (CG202),H W Lai,B K Ng,---,---,5,---,,
HV_2008-4-20_9,,3.0,NOBLE MAN (CC099),F Coetzee,T K Ng,---,---,1,---,,
HV_2008-4-20_9,,4.0,DEFERENTIAL (CH328),Z Purton,C Fownes,---,---,2,---,,
HV_2008-4-20_9,,5.0,ADAIKALI (CE181),G Mosse,S Woods,---,---,9,---,,
HV_2008-4-20_9,,6.0,BEAR MACHO (CG152),G Boss,D E Ferraris,---,---,12,---,,
HV_2008-4-20_9,,7.0,DOWN THE WICKET (CH059),K T Yeung,A Lee,---,---,4,---,,
HV_2008-4-20_9,,8.0,KINDACROSS (CG041),K L Chui,A S Cruz,---,---,11,---,,
HV_2008-4-20_9,,9.0,HONGKONG SUPERSTAR (CH167),C K Tong,Y O Wong,---,---,7,---,,
HV_2008-4-20_9,,10.0,JIANG JUN (CE281),Y T Cheng,C H Yip,---,---,6,---,,
HV_2008-4-20_9,,11.0,TEAM WORK (CH276),O Doleuze,Y S Tsui,---,---,8,---,,
HV_2008-4-20_9,,12.0,DOUBLE LUCK (CH239),B Prebble,K L Man,---,---,10,---,,
HV_2008-4-23_1,1,8.0,TREASURE RAIDERS (CE049),Z Purton,P O'Sullivan,120,1166,6,1:10.30,15,7 6 1
HV_2008-4-23_1,2,2.0,MY PRIDE (CG017),P H Lo,Y S Tsui,119,1125,2,1:10.60,7.9,1 1 2
HV_2008-4-23_1,3,3.0,SUPER FANTASY (CD162),O Doleuze,D E Ferraris,124,1098,1,1:10.60,6.9,3 3 3
HV_2008-4-23_1,4,7.0,PERFECT TREASURE (CH091),M Nunes,K W Lui,122,1004,10,1:10.70,8.9,6 7 4
HV_2008-4-23_1,5,1.0,KINGSTON MARBLE (CE244),W M Lai,T K Ng,128,1083,4,1:10.70,2.8,2 2 5
HV_2008-4-23_1,6,11.0,TATTENHALL DELIGHT (CG068),H W Lai,T W Leung,112,1114,7,1:11.00,11,10 8 6
HV_2008-4-23_1,7,10.0,NEWSWIRE TOO (CJ040),M Du Plessis,A Lee,118,1008,3,1:11.00,73,5 4 7
HV_2008-4-23_1,8,12.0,SIXTY SECONDS (CB177),K L Chui,K L Man,109,1075,11,1:11.10,37,9 9 8
HV_2008-4-23_1,9,5.0,ENCORE (CH252),F Coetzee,J Size,123,1226,12,1:11.20,40,11 11 9
HV_2008-4-23_1,10,6.0,SUDDEN SPLENDOR (CE251),M W Leung,Y S Tsui,123,1028,8,1:11.30,35,8 10 10
HV_2008-4-23_1,11,4.0,TAKE IT EASY (CJ029),Y T Cheng,C H Yip,122,1018,9,1:12.20,5.2,4 5 11
HV_2008-4-23_1,12,9.0,ME THE BEST (CJ158),E Saint-Martin,C S Shum,119,1056,5,1:13.00,24,12 12 12
HV_2008-4-23_1,WV,,LUCKY HONEY (CJ013),C K Tong,C Fownes,118,---,---,---,---,---
HV_2008-4-23_2,1,1.0,VALUE CHOICE (CG213),K T Yeung,A T Millard,123,1303,8,1:10.40,3.1,4 3 1
HV_2008-4-23_2,2,10.0,SOU MA TAM (CH253),G Boss,C Fownes,120,1159,1,1:10.60,4.5,2 1 2
HV_2008-4-23_2,3,3.0,SPLENDID SAILS (CG077),O Doleuze,K L Man,127,1132,9,1:10.80,23.0,11 10 3
HV_2008-4-23_2,4,11.0,DOUBLE FANTASY (CG141),W M Lai,D E Ferraris,115,1086,12,1:10.80,21.0,12 12 4
HV_2008-4-23_2,5,4.0,DASHING WINNER (CA018),D Beadman,B K Ng,126,1137,2,1:11.00,11.0,7 5 5
HV_2008-4-23_2,6,9.0,FRAMES DEPOT (CG118),E Saint-Martin,T K Ng,120,1075,6,1:11.20,7.3,5 6 6
HV_2008-4-23_2,7,6.0,GEM MASTER (CG235),M Nunes,K W Lui,124,1063,5,1:11.20,42.0,6 8 7
HV_2008-4-23_2,8,2.0,SHINING DRAGON (CC181),Y T Cheng,Y S Tsui,125,1030,10,1:11.30,9.2,1 2 8
HV_2008-4-23_2,9,8.0,ZERO GRAVITY (CH037),K L Chui,A S Cruz,118,1098,3,1:11.30,17.0,9 9 9
HV_2008-4-23_2,10,7.0,BUDDIES SPIRIT (CD042),Z Purton,P O'Sullivan,123,1079,7,1:11.40,13.0,8 7 10
HV_2008-4-23_2,11,12.0,LORD CAIRNS (CE127),C W Wong,A Schutz,112,1070,4,1:11.60,13.0,10 11 11
HV_2008-4-23_2,12,5.0,TELECOM EMPEROR (CH137),B Prebble,D J Hall,125,1192,11,1:11.80,44.0,3 4 12
HV_2008-4-23_3,1,3.0,GO BRITANNIA (CJ084),K T Yeung,A T Millard,123,1038,7,1:10.70,9.3,4 4 1
HV_2008-4-23_3,2,6.0,MARVELLOUS (CH026),K L Chui,B K Ng,119,1046,2,1:10.70,5.3,6 6 2
HV_2008-4-23_3,3,10.0,SUNNY GOLF (CH138),D Beadman,J Moore,119,1069,9,1:10.80,4.9,1 1 3
HV_2008-4-23_3,4,7.0,THUNDER VALLEY (CG074),M Du Plessis,D J Hall,123,1102,8,1:10.80,28.0,3 3 4
HV_2008-4-23_3,5,2.0,SUPER GENERAL (CJ107),M W Leung,K L Man,128,1052,1,1:10.80,4.6,7 7 5
HV_2008-4-23_3,6,1.0,ENGINEERING WONDER (CB300),H W Lai,L Ho,128,1092,6,1:10.90,6.0,10 9 6
HV_2008-4-23_3,7,8.0,KINGSTON WINNER (CC024),W M Lai,T K Ng,119,1083,5,1:10.90,20.0,5 5 7
HV_2008-4-23_3,8,5.0,BRILLIANT TREASURE (CH045),F Coetzee,J Size,126,1195,11,1:10.90,15.0,9 8 8
HV_2008-4-23_3,9,12.0,HEART TO HEART (CH160),M Nunes,P F Yiu,114,1153,4,1:11.00,24.0,8 10 9
HV_2008-4-23_3,10,11.0,LUCKY TYCOON (CH318),C W Wong,A Schutz,110,1025,10,1:11.20,43.0,12 12 10
HV_2008-4-23_3,11,4.0,NEW TRIUMPH (CG105),Y T Cheng,Y S Tsui,127,1143,3,1:11.30,9.9,11 11 11
HV_2008-4-23_3,12,9.0,HAPPY SUNDAY (CE169),G Mosse,A Lee,120,1110,12,1:12.40,60.0,2 2 12
HV_2008-4-23_4,1,2.0,BULB TREASURE (CH048),W M Lai,T K Ng,127,1035,2,1:52.10,7.3,6 4 4 4 1
HV_2008-4-23_4,2,4.0,SERIOUS PLAY (CC003),H W Lai,L Ho,125,1113,9,1:52.10,7.8,4 6 7 7 2
HV_2008-4-23_4,3,1.0,NATURAL ECHO (CB326),B Prebble,K L Man,133,1156,6,1:52.20,8.7,3 5 5 5 3
HV_2008-4-23_4,4,8.0,RISING WIN (CC089),M W Leung,T W Leung,117,1102,3,1:52.30,10.0,11 9 9 8 4
HV_2008-4-23_4,5,12.0,CENAMIRA (CD129),S K Sit,Y O Wong,111,1159,4,1:52.50,34.0,9 7 6 6 5
HV_2008-4-23_4,6,11.0,FLYING PROFILE (CD168),C K Tong,D Cruz,108,1079,8,1:52.50,11.0,7 10 10 12 6
HV_2008-4-23_4,7,10.0,HELLO GIBRALTAR (CH207),Z Purton,P F Yiu,119,900,12,1:52.60,31.0,1 1 1 1 7
HV_2008-4-23_4,8,6.0,SUPER POWER (CH117),K L Chui,A S Cruz,120,1107,7,1:52.80,3.6,8 8 8 10 8
HV_2008-4-23_4,9,9.0,STARFINDER (CH074),M Nunes,K W Lui,120,1042,11,1:53.00,30.0,12 12 11 11 9
HV_2008-4-23_4,10,3.0,STRIKE TO WIN (CD361),C W Wong,B K Ng,124,1164,10,1:53.20,6.0,5 3 3 2 10
HV_2008-4-23_4,11,7.0,TALE OF FRIENDSHIP (CH184),Y T Cheng,Y S Tsui,123,1080,5,1:54.40,10.0,10 11 12 9 11
HV_2008-4-23_4,12,5.0,TIMBER CITY (CC031),G Mosse,A Schutz,126,1128,1,1:54.50,60.0,2 2 2 3 12
